а̀-ля́	а̀-л'а́
хи́щно	х'и́ш':на
хи́щный	х'и́ш':ныj
химе́ра	х'им'э́ра
хими́ческий	х'им'и́ч'иск'иj
химика́т	х'им'ика́т
химчи́стка	х'имч'и́стка
хиру́рг	х'иру́рк
хирурги́ческий	х'ирург'и́ч'иск'иj
хирурги́я	х'ирург'и́и
хито́н	х'ито́н
хитри́ть	х'итр'и́т'
хитро́	х'итро́
хитроу́мно	х'итрау́мна
хитроу́мный	х'итрау́мныj
хихи́кать	х'их'и́кат'
хище́ние	х'иш':э́н'ии
хла̀даге́нт	хла̀даг'э́нт
хла́м	хла́м
хладнокро́вие	хладнакро́в'ии
хладнокро́вно	хладнакро́вна
хладнокро́вный	хладнакро́вныj
хле́б	хл'э́п
хле́бников	хл'э́бн'икаф
хле́бный	хл'э́бныj
хле́бушек	хл'э́бушык
хли́пкий	хл'и́пк'иj
хло́пать	хло́пат'
хло́пок	хло́пак
хло́поты	хло́паты
хло́пчик	хло́пч'ик
хло́пья	хло́п'jи
хло́р	хло́р
хло́ристый	хло́р'истыj
хлопо́к	хлапо́к
хлора́т	хлара́т
хлори́д	хлар'и́т
хлорофи́лл	хлараф'и́л
хлы́ст	хлы́ст
хме́ль	хм'э́л'
хму́ро	хму́ра
хму́рый	хму́рыj
хны́	хны́
хо́	хо́
хо́бби	хо́б'и
хо́бот	хо́бат
хо́д	хо́т
хо́лить	хо́л'ит'
хо́лл	хо́л
хо́лм	хо́лм
хо́лод	хо́лат
хо́лодно	хо́ладна
хо́лст	хо́лст
хо́н	хо́н
хо́п	хо́п
хо́ппер	хо́п'ир
хо́р	хо́р
хо́рда	хо́рда
хо́ром	хо́рам
хо́ть	хо́т'
хо́хот	хо́хат
хобото́к	хабато́к
хода́тайство	хада́таjства
хода́тайствовать	хада́таjствават'
ходжа́	хаджа́
ходи́ть	хад'и́т'
ходово́й	хадаво́j
ходуно́м	хадуно́м
ходьба́	хад'ба́
ходя́чий	хад'а́ч'иj
хожде́ние	хажд'э́н'ии
хозя́ин	хаз'а́ин
хозя́йка	хаз'а́jка
хозя́йственник	хаз'а́jств'ин'ик
хозя́йственный	хаз'а́jств'иныj
хозя́йство	хаз'а́jства
хокке́й	хакк'э́j
хокке́йный	хакк'э́jныj
хоккеи́ст	хакк'ии́ст
холе́ра	хал'э́ра
холестери́н	хал'ис'т'ир'и́н
холо̀днока́таный	хало̀днака́таныj
холо́дное	хало́днаи
холо́дный	хало́дныj
холоде́ц	халад'э́ц
холоди́льник	халад'и́л'н'ик
холодо́к	халадо́к
холосто́й	халасто́j
холостя́к	халас'т'а́к
хому́т	хаму́т
хомя́к	хам'а́к
хорва́т	харва́т
хорва́тский	харва́цк'иj
хорео́граф	хар'ио́граф
хореогра́фия	хар'иагра́ф'ии
хоро́м	харо́м
хоро́ший	харо́шыj
хорово́д	хараво́т
хорово́й	хараво́j
хорони́ть	харан'и́т'
хороше́нечко	харашэ́н'ич'ка
хороше́нько	харашэ́н'ка
хорошо́	харашо́
хоте́ть	хат'э́т'
хоте́ться	хат'э́ца
хотя́	хат'а́
хохло́в	хахло́ф
хохо́л	хахо́л
хохота́ть	хахата́т'
хра́бро	хра́бра
хра́брость	хра́брас'т'
хра́брый	хра́брыj
хра́м	хра́м
хра́п	хра́п
хране́ние	хран'э́н'ии
храни́лище	хран'и́л'иш':и
храни́тель	хран'и́т'ил'
храни́ть	хран'и́т'
храни́ться	хран'и́ца
храпе́ть	храп'э́т'
храпу́н	храпу́н
хре́н	хр'э́н
хребе́т	хр'иб'э́т
хрено́вый	хр'ино́выj
хрестомати́йный	хр'истамат'и́jныj
хрипу́н	хр'ипу́н
христиа́нский	хр'ис'т'иа́нск'иj
христиа́нство	хр'ис'т'иа́нства
христиани́н	хр'ис'т'иан'и́н
христо́с	хр'исто́с
хро́м	хро́м
хро́ник	хро́н'ик
хро́ника	хро́н'ика
хрома́ть	храма́т'
хроми́рованный	храм'и́раваныj
хромосо́ма	храмасо́ма
хрони́ческий	хран'и́ч'иск'иj
хроно́граф	храно́граф
хроно́метр	храно́м'итр
хроноло́гия	хранало́г'ии
хронологи́ческий	храналаг'и́ч'иск'иj
хронометра́ж	хранам'итра́ш
хронометри́ст	хранам'итр'и́ст
хру́пкий	хру́пк'иj
хру́пкость	хру́пкас'т'
хру́ст	хру́ст
хруста́лик	хруста́л'ик
хруста́льный	хруста́л'ныj
хрусте́ть	хрус'т'э́т'
хря́щ	хр'а́ш':
хрящево́й	хр'иш':иво́j
ху́до	ху́да
ху́к	ху́к
ху́нта	ху́нта
ху́тор	ху́тар
худе́ть	худ'э́т'
худо́жественно	худо́жыств'ина
худо́жественный	худо́жыств'иныj
худо́жник	худо́жн'ик
худо́жница	худо́жн'ица
худо́й	худо́j
худоща́вый	худаш':а́выj
хулига́н	хул'ига́н
хулига́нский	хул'ига́нск'иj
хулига́нство	хул'ига́нства
хурма́	хурма́
ца̀рь-ко́локол	ца̀р'-ко́лакал
ца́п	ца́п
ца́пка	ца́пка
ца́пля	ца́пл'и
ца́рский	ца́рск'иj
ца́рствие	ца́рств'ии
ца́рство	ца́рства
ца́рствование	ца́рстваван'ии
ца́рь	ца́р'
цапка́	цапка́
цара́пать	цара́пат'
цара́пина	цара́п'ина
царе́вич	цар'э́в'ич'
цари́зм	цар'и́зм
цари́ть	цар'и́т'
цари́ца	цар'и́ца
цвѐтопереда́ча	цв'э̀тап'ир'ида́ч'и
цве́т	цв'э́т
цве́тность	цв'э́тнас'т'
цвести́	цв'ис'т'и́
цвета́стый	цв'ита́стыj
цвете́ние	цв'ит'э́н'ии
цветно́й	цв'итно́j
цвето́к	цв'ито́к
цвето́чек	цв'ито́ч'ик
цвето́чный	цв'ито́ч'ныj
цветово́й	цв'итаво́j
цвету́щий	цв'иту́ш':иj
цѐльнометалли́ческий	цэ̀л'нам'итал'и́ч'иск'иj
цѐнообразова́ние	цэ̀наабразава́н'ии
це́	цэ́
це́дра	цэ́дра
це́зарь	цэ́зар'
це́зий	цэ́з'иj
це́ликов	цэ́л'икаф
це́ликом	цэ́л'икам
це́литься	цэ́л'ица
це́лое	цэ́лаи
це́лостно	цэ́ласна
це́лостность	цэ́ласнас'т'
це́лостный	цэ́ласныj
це́лый	цэ́лыj
це́ль	цэ́л'
це́льно	цэ́л'на
це́льность	цэ́л'нас'т'
це́льный	цэ́л'ныj
це́нз	цэ́нс
це́нзор	цэ́нзар
це́нник	цэ́н'н'ик
це́нностный	цэ́ннасныj
це́нность	цэ́ннас'т'
це́нный	цэ́нныj
це́нт	цэ́нт
це́нтнер	цэ́н'т'н'ир
це́нтр ине́рции	цэ́нтр ынэ́рцыи
це́п	цэ́п
це́пень	цэ́п'ин'
це́пкий	цэ́пк'иj
це́пко	цэ́пка
це́пь	цэ́п'
це́рковь	цэ́ркаф'
це́х	цэ́х
целе́бный	цыл'э́бныj
целево́й	цыл'иво́j
целенапра́вленно	цыл'инапра́вл'ина
целенапра́вленный	цыл'инапра́вл'иныj
целесообра́зно	цыл'исаабра́зна
целесообра́зность	цыл'исаабра́знас'т'
целеустремлё́нность	цыл'иустр'имл'о́ннас'т'
целико́в	цыл'ико́ф
целико́м	цыл'ико́м
целина́	цыл'ина́
целлофа́н	цылафа́н
целлуло́ид	цылуло́ит
целлюло́за	цыл'уло́за
целова́ть	цылава́т'
целова́ться	цылава́ца
цеме́нт	цым'э́нт
цеме́нтный	цым'э́нтныj
цементи́рование	цым'ин'т'и́раван'ии
цена́	цына́
цензу́ра	цынзу́ра
цени́тель	цын'и́т'ил'
цени́ть	цын'и́т'
цени́ться	цын'и́ца
центра́л	цынтра́л
центра́льный	цынтра́л'ныj
централиза́ция	цынтрал'иза́цыи
централизо́ванно	цынтрал'изо́вана
централизова́ть	цынтрал'изава́т'
центрифу́га	цынтр'ифу́га
центробе́жный	цынтраб'э́жныj
центурио́н	цынтур'ио́н
цепля́ть	цыпл'а́т'
цепля́ться	цыпл'а́ца
цепно́й	цыпно́j
цепо́чка	цыпо́ч'ка
цеппели́н	цып'ил'и́н
церемо́ниться	цыр'имо́н'ица
церемо́ния	цыр'имо́н'ии
церко́вный	цырко́вныj
цесаре́вич	цысар'э́в'ич'
цехово́й	цыхаво́j
ци́кл	цы́кл
ци́нк	цы́нк
ци́нковый	цы́нкавыj
ци́рк	цы́рк
ци́трус	цы́трус
ци́фра	цы́фра
циа́н	цыа́н
циа́нистый	цыа́н'истыj
цивилиза́ция	цыв'ил'иза́цыи
цивилизо́ванно	цыв'ил'изо́вана
цикли́ческий	цыкл'и́ч'иск'иj
цикли́чно	цыкл'и́ч'на
цикли́чность	цыкл'и́ч'нас'т'
цикло́н	цыкло́н
цикло́п	цыкло́п
циклогра́мма	цыклагра́мма
циклотро́н	цыклатро́н
цили́ндр	цыл'и́ндр
цилиндри́ческий	цыл'индр'и́ч'иск'иj
цини́зм	цын'и́зм
цини́чно	цын'и́ч'на
цини́чный	цын'и́ч'ныj
цирко́н	цырко́н
цирково́й	цыркаво́j
циркули́ровать	цыркул'и́рават'
циркуля́р	цыркул'а́р
циркуля́ция	цыркул'а́цыи
циркуляцио́нный	цыркул'ицыо́нныj
